artist,track_name,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,clusters_km,clusters_agg,clusters_ms
Ky-Mani Marley,New Heights,New Heights,0.505,0.803,0.47,0.0,0.0887,-9.098,0.345,88.065,0.793,4,0,0
Collie Buddz,Blind to You,Collie Buddz,0.0291,0.624,0.873,0.0,0.0371,-4.355,0.407,155.624,0.718,4,0,3
Chronixx,Here Comes Trouble,Dread & Terrible,0.156,0.758,0.786,0.0,0.0658,-4.897,0.108,83.495,0.786,0,5,0
Ini Kamoze,World A Music,Ini Kamoze,0.00954,0.874,0.491,0.00629,0.0484,-7.737,0.121,74.099,0.364,0,1,0
Damian Marley,Medication,Stony Hill,0.0318,0.865,0.562,0.0,0.246,-6.811,0.251,85.02,0.81,4,0,0
Bob Marley & The Wailers,Is This Love,Kaya,0.11,0.776,0.559,0.0,0.0671,-8.375,0.103,122.242,0.758,0,5,0
Bob Marley & The Wailers,Could You Be Loved,Uprising,0.36,0.916,0.72,0.00016,0.0958,-8.548,0.1,103.312,0.76,0,1,0
Bob Marley & The Wailers,Jamming,Exodus,0.148,0.941,0.473,2.65e-05,0.112,-10.976,0.274,123.673,0.765,4,0,0
Alborosie,Herbalist,Soul Pirate,0.0773,0.804,0.607,0.0,0.0993,-6.84,0.37,142.421,0.823,4,0,0
Anthony B,Chill Out,Chill Out,0.103,0.731,0.683,1.65e-05,0.101,-7.21,0.183,174.067,0.669,0,0,0
Taiwan MC,Colombian Gyal,Special Request,0.101,0.786,0.716,0.0,0.391,-6.425,0.175,93.983,0.742,0,0,0
Dub FX,Love Me or Not,Everythinks a Ripple,0.00318,0.75,0.825,0.0,0.295,-5.318,0.0931,145.008,0.66,0,5,0
Dub FX,Fake Paradise,Thinking Clear,0.0408,0.76,0.676,0.00029,0.392,-7.617,0.0364,128.01,0.847,0,5,0
Dub FX,So Are You,So Are You,0.0656,0.725,0.77,4.26e-05,0.927,-8.715,0.152,87.479,0.788,6,4,5
QUASAR,I Never Thought,Lovesongs (White Ones),0.0192,0.773,0.647,0.879,0.108,-11.726,0.076,122.008,0.348,5,2,0
Lady Leshurr,Where Are You Now? (feat. Wiley),Where Are You Now? (feat. Wiley),0.272,0.774,0.794,0.0,0.187,-3.984,0.33,149.871,0.853,4,0,0
Dirt Nasty,Crispy Baby,Dirt Nasty Sux,0.013,0.792,0.595,0.000315,0.375,-9.463,0.238,169.975,0.629,4,0,0
Bizarrap,"L-Gante: Bzrp Music Sessions, Vol.38","L-Gante: Bzrp Music Sessions, Vol. 38",0.368,0.553,0.819,1.36e-05,0.0915,-3.083,0.257,87.913,0.761,4,0,0
Nowfeel,Days Now,Spectrum,0.0664,0.604,0.601,0.791,0.0971,-10.378,0.0705,160.151,0.181,5,6,0
Slaine,99 Bottles,A World With No Skies 2.0,0.243,0.853,0.918,0.0,0.139,-4.356,0.0908,115.013,0.659,0,5,0
Hard Bass School,Narkotik Kal,The Album (Mixed),0.0181,0.843,0.99,0.0,0.272,-3.154,0.305,150.057,0.692,4,0,0
Inja,Reach Out,Reach Out,0.0208,0.683,0.846,0.00025,0.159,-2.665,0.0716,87.506,0.383,0,1,0
Yoke Lore,Everybody Wants To Be Loved,Everybody Wants To Be Loved,0.00235,0.656,0.574,0.527,0.713,-7.66,0.0808,119.498,0.251,6,4,5
Dom Dolla,Pump the Brakes,Pump the Brakes,0.00673,0.813,0.668,0.0912,0.362,-6.834,0.096,124.01,0.495,0,5,0
MELON,POPSTAR,POPSTAR,0.0462,0.78,0.857,0.0346,0.414,-6.274,0.117,122.998,0.489,6,5,0
John Summit,Deep End - SIDEPIECE Remix,Deep End (SIDEPIECE Remix),0.143,0.773,0.652,0.024,0.44,-9.187,0.0807,126.007,0.453,6,1,0
Pablo Nouvelle,Eliso Lyamu Katata,Eliso,0.0991,0.854,0.62,0.564,0.214,-7.733,0.203,105.082,0.661,5,0,0
Jayda G,Are U Down,Both Of Us / Are U Down,0.225,0.747,0.652,0.213,0.0947,-11.639,0.123,124.022,0.418,3,2,0
Mindflip,What I Want,What I Want,0.321,0.85,0.635,0.0,0.0724,-6.722,0.295,94.999,0.955,4,0,0
Camo & Krooked,Set It Off - The Caracal Project Remix,Set It Off (The Caracal Project Remix),0.00491,0.586,0.982,0.181,0.116,0.706,0.431,175.065,0.628,2,0,3
Louis The Child,Keep On Moving (with NEZ feat. Theophilus London),Keep On Moving (with NEZ feat. Theophilus London),0.00626,0.863,0.813,0.000263,0.101,-3.465,0.125,127.993,0.566,0,5,0
Dombresky,Soul Sacrifice,Soul Sacrifice,0.00783,0.847,0.934,0.494,0.0797,-5.381,0.0442,126.035,0.863,0,2,0
WEISS,Where Do We Go?,Where Do We Go?,0.0216,0.783,0.918,0.000233,0.245,-4.823,0.104,122.992,0.881,0,5,0
John Summit,Witch Doctor,Witch Doctor,0.00134,0.676,0.777,0.724,0.13,-6.894,0.0378,125.98,0.353,5,2,0
Secondcity,I Wanna Feel,I Wanna Feel,0.0693,0.69,0.895,0.00237,0.102,-6.305,0.0596,122.022,0.817,0,5,0
Sonny Fodera,Moving Blind,Moving Blind,0.0177,0.909,0.88,0.000506,0.0764,-6.682,0.113,122.0,0.367,0,5,0
Paul Woolford,HEAT,HEAT,0.311,0.651,0.542,0.0,0.0812,-7.345,0.0292,122.03,0.581,0,1,0
SNBRN,Poison,Poison,0.00296,0.832,0.669,0.273,0.063,-6.195,0.0389,124.042,0.514,0,1,0
Gorgon City,Nobody,Olympia,0.0256,0.697,0.664,0.0173,0.112,-8.962,0.0275,120.041,0.265,0,1,0
Gorgon City,You've Done Enough,Olympia,0.0147,0.676,0.782,0.165,0.704,-6.639,0.0344,125.057,0.519,6,4,0
Gorgon City,Never Let Me Down,Olympia,0.0547,0.706,0.824,0.00162,0.0448,-7.036,0.133,123.965,0.536,0,5,0
Document One,This Time,This Time,0.00103,0.599,0.838,0.0866,0.191,-3.587,0.0582,173.95,0.11,2,6,0
Pelvis Moves,London Compton,London Compton,0.00555,0.809,0.677,0.186,0.0721,-6.036,0.046,125.035,0.661,0,2,0
Trinix,Waffle,Altitude,0.255,0.588,0.835,0.000173,0.322,-3.99,0.184,120.91,0.78,0,5,0
Gentleman's Dub Club,Superstylin',Out of This World,0.614,0.712,0.547,0.0034,0.171,-13.039,0.0555,125.941,0.405,3,1,0
Dubioza kolektiv,USA,Wild Wild East,0.28,0.893,0.64,0.0,0.0685,-4.297,0.0502,140.003,0.944,0,5,0
Dubioza kolektiv,Hay Libertad,Happy Machine,0.02,0.612,0.971,0.000291,0.0492,-4.838,0.0534,92.987,0.811,0,5,0
ZenAware,Falling,Falling,0.352,0.601,0.488,0.94,0.111,-8.773,0.0516,144.082,0.116,5,6,0
Dugong Jr,Slow It Down (feat. Jordan Dennis),Pleasure Principle,0.283,0.693,0.57,2.43e-06,0.282,-8.103,0.237,109.958,0.502,4,0,0
OMNOM,Deeeep End,The Friendless Summer,0.957,0.727,0.346,0.0429,0.103,-10.68,0.084,123.851,0.115,3,1,0
Tourist,Bunny,Wild,0.282,0.679,0.718,0.886,0.281,-8.076,0.0405,117.028,0.287,5,2,0
Ishi,Bring the Thunder - Rome in Silver Remix,Bring the Thunder (Rome in Silver Remix),0.13,0.853,0.598,0.00102,0.0773,-6.216,0.0447,121.013,0.238,0,1,0
Kllo,Walls To Build - Mall Grab Remix,Walls To Build (Mall Grab Remix),0.136,0.83,0.403,0.816,0.109,-11.36,0.0451,124.001,0.4,5,2,0
Rhye,Black Rain,Home,0.131,0.859,0.446,0.0094,0.149,-8.817,0.0344,111.989,0.705,0,1,0
Balthazar,Leaving Antwerp,Sand,0.508,0.773,0.252,0.134,0.117,-13.499,0.052,98.998,0.359,3,1,0
Lady Donli,Classic,Enjoy Your Life,0.327,0.719,0.781,0.0,0.0835,-9.3,0.0752,162.046,0.777,0,1,0
Flux Pavilion,20:25,.wav,0.00435,0.72,0.664,0.00252,0.0601,-7.278,0.105,99.958,0.268,0,1,0
Villem,We Had A Song,We Had A Song,0.0154,0.648,0.695,0.246,0.12,-3.256,0.0445,174.021,0.0543,2,6,0
SNBRN,DMs,DMs,0.000942,0.842,0.684,0.0248,0.111,-7.75,0.0562,124.984,0.562,0,5,0
fleet.dreams,EKG - Club Mix,EKG (Club Mix),0.24,0.661,0.922,0.034,0.11,-6.003,0.0629,113.595,0.9,0,5,0
Foals,Into the Surf - Hot Since 82 Remix,Collected Reworks,5.88e-05,0.632,0.808,0.587,0.0653,-8.68,0.037,123.997,0.36,5,2,0
Cubicolor,Now You Know,"Hardly A Day, Hardly A Night",0.109,0.744,0.563,0.542,0.076,-10.23,0.0446,105.011,0.55,5,2,0
Ardalan,Lifted,Mr. Good,0.0816,0.709,0.723,0.0249,0.165,-6.138,0.0314,85.972,0.312,0,1,0
Bizarrap,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",0.25,0.65,0.655,0.0,0.0691,-3.71,0.405,94.059,0.735,4,0,0
Phantogram,You Don’t Get Me High Anymore,Three,0.00242,0.504,0.945,0.00257,0.536,-4.625,0.0504,97.972,0.744,6,4,0
50 Cent,Piggy Bank,The Massacre,0.012,0.48,0.845,0.0,0.331,-4.127,0.303,79.374,0.872,4,0,0
Major Lazer,Hold the Line,Guns Don't Kill People...Lazers Do,0.728,0.684,0.839,0.00994,0.112,-5.603,0.278,155.963,0.673,4,0,0
Allan Rayman,Word Of Mouth,Courtney,0.203,0.824,0.51,0.00262,0.132,-9.046,0.0968,120.067,0.358,3,1,0
ODIE,Trance Dance,Trance Dance,0.49,0.623,0.558,0.0,0.173,-8.782,0.0457,90.505,0.455,3,1,0
BRONSON,BLINE,BRONSON,0.0169,0.658,0.864,0.734,0.341,-4.386,0.0367,120.005,0.0539,5,2,0
BRONSON,DAWN (feat. Totally Enormous Extinct Dinosaurs),BRONSON,0.035,0.626,0.805,0.569,0.0983,-5.02,0.0429,119.993,0.0362,5,2,0
BRONSON,KNOW ME (feat. Gallant),BRONSON,0.58,0.698,0.812,0.182,0.113,-5.5,0.0399,128.045,0.351,0,1,0
Son Lux,Lost It To Trying,Lanterns,0.0822,0.439,0.833,0.0427,0.0691,-6.903,0.0817,160.001,0.274,2,6,0
alt-J,Taro,An Awesome Wave,0.761,0.368,0.476,0.0035,0.0783,-10.664,0.0339,171.731,0.284,3,3,0
alt-J,Breezeblocks,An Awesome Wave,0.117,0.611,0.643,0.00101,0.131,-7.372,0.037,74.991,0.258,3,1,0
alt-J,Something Good,An Awesome Wave,0.731,0.682,0.589,0.486,0.0791,-10.361,0.0295,108.989,0.534,3,2,0
alt-J,Matilda,An Awesome Wave,0.788,0.58,0.666,0.385,0.116,-9.204,0.0298,147.975,0.279,3,1,0
alt-J,Breezeblocks - Tinlicker Remix,This Is Not Our Universe,0.00219,0.569,0.887,0.0638,0.576,-6.477,0.0363,123.005,0.139,6,4,0
98.morelo,Move Me,Move Me,0.455,0.868,0.541,0.0882,0.12,-9.614,0.123,104.961,0.38,3,1,0
Lenny De Luca,Floating - Mixed,Café Kitsuné Mixed by Young Franco (DJ Mix),0.0879,0.957,0.344,0.0,0.181,-13.668,0.436,117.009,0.72,4,0,0
KUSO GVKI,Culture,Culture,0.231,0.823,0.542,0.0138,0.358,-10.675,0.109,122.058,0.407,3,1,0
Ta-ku,Cruel,Cruel,0.154,0.513,0.477,0.000683,0.123,-5.834,0.284,74.006,0.278,4,0,0
Just A Gent,Fire,Fire,0.0167,0.757,0.665,0.000388,0.261,-5.95,0.0387,125.041,0.261,0,1,0
Kraak & Smaak,Don't Want This to Be Over - Jean Tonique Remix,Pleasure Centre Remixed,0.227,0.84,0.66,0.0947,0.208,-7.832,0.0898,105.971,0.596,0,1,0
Parra for Cuva,Out Here with Us,Paspatou,0.00856,0.695,0.759,0.752,0.092,-6.719,0.0346,109.983,0.589,5,2,0
Onyx,Bring 'Em Out Dead,Onyx/ Bacdafucup II,0.0925,0.859,0.825,0.0,0.107,-3.769,0.103,95.311,0.852,0,5,0
Robosonic,For The People,For The People,0.0154,0.885,0.793,1.9e-05,0.575,-8.627,0.302,120.008,0.839,6,4,0
Dave + Sam,You Da Shit Girl (feat. LATASHÁ) - Nick Godmode mø8b Remix,You Da Shit Girl (feat. LATASHÁ),0.014,0.907,0.687,0.7,0.09,-8.681,0.0529,123.02,0.456,5,2,0
Prof,Andre The Giant,Pookie Baby,0.229,0.773,0.47,0.00039,0.0582,-8.134,0.276,74.905,0.522,4,0,0
Porij,Nobody Scared,Nobody Scared,0.625,0.793,0.49,0.768,0.105,-11.191,0.0382,115.956,0.439,5,2,0
Son Lux,Dream State,Brighter Wounds,0.0319,0.422,0.548,0.0623,0.0989,-7.938,0.126,155.97,0.202,2,6,0
Son Lux,Vacancy,Tomorrows III,0.639,0.522,0.217,0.197,0.108,-16.317,0.0417,79.813,0.214,1,3,1
Son Lux,Plans We Make,Tomorrows III,0.462,0.537,0.211,0.0214,0.104,-15.668,0.0548,101.879,0.164,3,3,1
TroyBoi,Mother Africa,Mother Africa,0.142,0.739,0.69,0.61,0.134,-7.448,0.0314,131.977,0.625,5,2,0
Farhot,Feel Ugly - Suff Daddy Remix,Feel Ugly (Suff Daddy Remix),0.0608,0.902,0.502,0.000935,0.139,-8.245,0.133,117.967,0.587,0,1,0
Cypress Hill,Tequila Sunrise,The Essential Cypress Hill,0.0122,0.547,0.63,0.00225,0.14,-8.772,0.494,192.736,0.556,4,0,3
Cypress Hill,Insane in the Brain,Black Sunday,0.0291,0.897,0.611,0.186,0.0894,-10.489,0.211,102.304,0.769,4,0,0
Adala,Bala Perdida,Bala Perdida,0.0944,0.823,0.516,0.0,0.105,-7.132,0.409,91.269,0.701,4,0,0
Julien Jabre,Lost Again,Lost Again,0.34,0.636,0.622,0.0377,0.397,-7.387,0.0759,93.971,0.615,6,5,0
Black Loops,Banana 20,Banana 20,0.00973,0.805,0.651,0.838,0.104,-9.774,0.0585,127.993,0.758,5,2,0
jagger finn,All Mine,Triplbt Theme,0.253,0.681,0.472,0.756,0.169,-8.348,0.0463,81.972,0.388,5,2,0
Macanache,Dance,Dance,0.104,0.806,0.9,0.0,0.496,-4.002,0.199,105.0,0.717,6,0,0
Subcarpaţi,Sub10,Sub10,0.531,0.515,0.447,1.87e-05,0.126,-11.45,0.186,126.951,0.145,3,1,0
HEIGHTS,Let Me Show You,Let Me Show You,0.872,0.842,0.203,0.00733,0.0876,-11.432,0.0393,166.119,0.511,3,1,0
Suray Sertin,Super Good Times,Super Good Times,0.318,0.837,0.518,0.082,0.101,-8.914,0.333,115.06,0.247,4,0,0
Ekali,Cage,A World Away,0.0102,0.726,0.758,0.815,0.156,-5.937,0.0429,123.019,0.161,5,2,0
Cool Company,Voodoo - Wolfgang Wee Remix,Voodoo (Wolfgang Wee Remix),0.162,0.814,0.471,1.26e-05,0.0864,-9.18,0.0367,109.039,0.539,0,1,0
Jasper Tygner,FTLOG,FTLOG,0.679,0.818,0.566,0.898,0.0802,-12.017,0.0866,125.993,0.187,5,2,0
The Nights,Without You,Without You,0.0285,0.473,0.901,0.00035,0.101,-4.876,0.426,120.09,0.299,4,0,3
Steve James,us,us,0.028,0.877,0.522,0.133,0.41,-7.646,0.0448,123.998,0.692,0,5,0
upsidedownhead,twice as tough ft. Mansionair,make it real ft. Fractures,0.162,0.703,0.416,0.101,0.103,-9.868,0.0715,90.035,0.327,3,1,0
Hubstcy,Shady,Shady,0.547,0.833,0.212,0.01,0.075,-8.216,0.283,111.031,0.354,3,1,0
PLS&TY,Feeling Forever - Bondax Remix,Feeling Forever (Bondax Remix),0.184,0.601,0.817,0.604,0.0454,-6.446,0.0266,107.007,0.588,5,2,0
Mindchatter,Tough As Nails,Tough As Nails,0.586,0.826,0.451,0.729,0.112,-11.676,0.0705,115.986,0.471,5,2,0
Subcarpaţi,Animalul Din Mine,Zori Și Asfințit,0.0525,0.614,0.197,0.675,0.124,-11.876,0.038,145.443,0.0377,5,3,0
Todd Edwards,Deeper - Gorgon City Remix,Deeper (Gorgon City Remix),0.00219,0.759,0.872,0.455,0.126,-6.631,0.0435,125.983,0.775,0,2,0
Route 94,Fever - Edit,Fever,0.00136,0.833,0.789,0.334,0.0973,-8.857,0.0465,127.995,0.611,0,2,0
Parra for Cuva,Dream Reverb,Her Entrance,0.218,0.628,0.726,0.869,0.0847,-9.016,0.0323,112.003,0.174,5,2,0
Hether,Sex Wax,Sex Wax,0.000554,0.722,0.85,0.61,0.546,-4.967,0.0542,133.055,0.809,6,2,0
Masego,Flight 99,Flight 99,0.554,0.589,0.431,0.0317,0.0878,-10.096,0.0475,134.688,0.159,3,1,0
Tyde,What More,What More,0.811,0.552,0.414,2.16e-05,0.166,-9.318,0.191,77.813,0.555,3,1,0
Jodabeats,Flashback,Flashback,0.00512,0.774,0.434,0.715,0.115,-10.863,0.0525,123.04,0.169,5,2,0
Loverground,Pup Slushy,Pup Slushy,0.159,0.854,0.549,0.435,0.111,-14.63,0.0687,116.986,0.735,5,2,0
The Magician,You and Me,Renaissance,0.000415,0.646,0.814,0.0305,0.0882,-5.263,0.0437,121.043,0.117,2,6,0
TEYMORI,Valley of Peace,TEYMORI,0.224,0.688,0.753,0.0219,0.0839,-6.579,0.0838,117.997,0.434,0,1,0
French Braids,Legend,Legend,0.0806,0.817,0.646,0.000115,0.128,-8.751,0.172,112.993,0.396,0,1,0
Tash Sultana,Willow Tree (feat. Jerome Farah),Terra Firma,0.188,0.379,0.734,0.00011,0.146,-5.648,0.204,174.952,0.515,2,6,3
David Hasert,The Answer,The Answer,0.0101,0.788,0.728,0.901,0.0595,-7.398,0.0624,128.008,0.704,5,2,0
Tokyo Prose,Tell Me,Fourfit EP05,0.0296,0.627,0.757,0.599,0.107,-5.553,0.065,174.051,0.0763,2,6,0
Roxy Mash,All Mine,All Mine,0.373,0.91,0.29,0.000155,0.355,-12.832,0.265,119.972,0.489,4,0,0
Moods,Vulf's Back Pocket Regroove,Vulf's Back Pocket Regroove,0.102,0.858,0.632,0.00201,0.052,-8.278,0.125,101.008,0.601,0,5,0
Full Crate,Deeper,Deeper,0.294,0.746,0.507,0.0827,0.121,-8.544,0.0558,128.341,0.421,3,1,0
Mura Masa,Live Like We’re Dancing (with Georgia),R.Y.C,0.0899,0.769,0.766,0.483,0.0868,-5.697,0.0307,120.023,0.435,5,2,0
not dvr,lonely,tape_01,0.197,0.808,0.451,0.0109,0.0945,-11.985,0.0998,102.046,0.782,3,1,0
Shalom Dubas,Something Like This,Something Like This,0.209,0.711,0.493,0.0,0.179,-8.249,0.19,97.061,0.519,4,0,0
Watch the Ride,Stop Lights,Stop Lights,0.0195,0.658,0.812,1.54e-05,0.18,-2.89,0.0666,75.008,0.174,0,1,0
FARR,Bulletproof,Bulletproof,0.364,0.47,0.472,0.239,0.12,-7.173,0.0764,175.708,0.251,2,1,0
Douvelle19,Every Single Time,D19,0.593,0.798,0.7,0.469,0.36,-8.321,0.183,126.023,0.334,6,1,0
Technimatic,Everlasting,Everlasting,0.000546,0.389,0.838,0.927,0.168,-6.225,0.0353,173.989,0.0389,2,6,3
Culture Shock,Discotheque,Discotheque,0.0626,0.552,0.962,0.142,0.32,-2.153,0.0735,173.988,0.353,2,6,3
Cospe,Sippin,WIWU,0.191,0.64,0.638,0.268,0.104,-6.049,0.0351,154.071,0.259,2,6,0
Uki,GeiSha,GeiSha,0.143,0.806,0.884,0.173,0.199,-7.821,0.0493,94.997,0.836,0,5,0
Àbáse,Slow It Down - WaTa Remix,Slow It Down,0.00281,0.705,0.659,0.0,0.0919,-10.364,0.267,109.969,0.716,4,0,0
Touch Sensitive,Before U Met My Body,The 36th Level,0.00297,0.284,0.831,0.0248,0.0883,-5.664,0.168,215.509,0.222,2,6,3
Rez EKbatan,She Knows,She Knows,0.0367,0.763,0.705,0.0173,0.105,-8.23,0.037,122.012,0.809,0,5,0
DRAMA,Hold On,Dance Without Me,0.00279,0.721,0.633,0.636,0.0973,-8.702,0.0387,115.014,0.593,5,2,0
Fresh Mode,The Vibe (feat. FUEG),The Vibe (feat. FUEG),0.449,0.728,0.81,0.0391,0.309,-6.946,0.305,121.076,0.336,4,0,0
Subcarpaţi,Rege Pe Deal,Piele De Gaina,0.365,0.782,0.678,0.0,0.104,-10.446,0.228,138.063,0.399,4,1,0
Goh,I Used to Be - Radio Version,I Used to Be,0.246,0.859,0.812,0.0,0.246,-5.456,0.126,118.031,0.66,0,5,0
Kermesse,Sunday Glide,Kermesse,0.127,0.735,0.621,0.537,0.101,-9.407,0.0428,105.034,0.364,5,2,0
Coppola,Kings & Queens,Kings & Queens,0.0287,0.833,0.733,0.552,0.369,-8.856,0.0688,119.989,0.427,5,2,0
The Knocks,Brazilian Soul (feat. Sofi Tukker) - Gilligan Moss Remix,Brazilian Soul (feat. Sofi Tukker) [Remixes],0.167,0.734,0.554,0.854,0.083,-11.621,0.0427,113.001,0.775,5,2,0
Astral Weeks,Summertime,Summertime,0.0514,0.369,0.627,0.0521,0.261,-10.778,0.0592,102.056,0.262,3,2,0
warner case,ok,ok,0.229,0.904,0.542,0.801,0.0751,-6.99,0.103,122.012,0.473,5,2,0
Tomas Novoa,Vuelta Al Sol,Raíces,0.387,0.674,0.64,0.904,0.111,-8.788,0.0452,112.993,0.171,5,2,0
St Francis Hotel,Milkshake - Remix,Milkshake (Remix),0.126,0.705,0.713,0.00214,0.0742,-7.716,0.0636,99.953,0.53,0,1,0
twuan,SANTURCE,SANTURCE,0.35,0.618,0.491,0.712,0.283,-10.436,0.0535,76.567,0.473,5,2,0
Amtrac,Radical (feat. Totally Enormous Extinct Dinosaurs) - Edit,Radical (feat. Totally Enormous Extinct Dinosaurs),0.111,0.652,0.751,0.579,0.102,-8.327,0.037,122.027,0.0399,5,2,0
Parcels,Lightenup - Alex Metric Remix,Lightenup (Alex Metric Remix),0.00568,0.729,0.689,0.282,0.0694,-5.945,0.0396,123.018,0.447,0,2,0
BCee,Grow,Grow,0.0155,0.507,0.764,0.203,0.0544,-5.207,0.041,171.981,0.17,2,6,0
Florence + The Machine,You've Got The Love - Jamie xx Rework,You've Got The Love (Jamie xx Rework),0.11,0.702,0.502,0.459,0.0846,-7.439,0.098,129.991,0.383,5,2,0
ALTA,Figured Out - Jonny Reebok Remix,Figured Out (Jonny Reebok Remix),0.157,0.556,0.838,0.0318,0.454,-3.57,0.0587,82.468,0.0977,6,4,0
Catching Flies,Satisfied,Satisfied,0.037,0.689,0.512,0.326,0.128,-8.706,0.0688,122.032,0.149,5,1,0
Joe Hertz,Colourblind - Indigo Eyes Remix,Current Blues Remix Experiment,0.401,0.772,0.6,0.00693,0.446,-6.74,0.434,117.86,0.342,4,0,2
Joe Hertz,I Don't Swear - Marc Mathias Remix,Current Blues Remix Experiment,0.0566,0.902,0.488,0.0109,0.113,-10.903,0.119,114.003,0.651,0,1,0
Joe Hertz,Colourblind - Baker Aaron Refix,Current Blues Remix Experiment,0.419,0.665,0.594,0.422,0.12,-9.943,0.225,133.92,0.715,4,0,0
Marcus Cito,Easy on You,Easy on You,0.0242,0.713,0.935,0.00268,0.0564,-6.191,0.0418,124.0,0.0756,2,6,0
Rosehip,Awake,Awake,0.252,0.649,0.464,0.913,0.349,-9.226,0.0448,80.033,0.0695,5,2,0
Sweeps,I'd Love To Stay,I'd Love To Stay,0.5,0.6,0.648,0.528,0.1,-7.166,0.0461,149.94,0.51,5,1,0
AKA Lui,Hey! I Don't Want That Anyway,Hey! I Don't Want That Anyway,0.067,0.875,0.771,0.02,0.34,-3.541,0.0698,108.002,0.838,0,5,0
Forrest Mortifee,So Much More,So Much More,0.325,0.79,0.421,5.17e-05,0.371,-8.802,0.385,113.897,0.293,4,0,2
Mtbrd,Take My Hand,Take My Hand,0.0181,0.845,0.659,0.0397,0.629,-8.946,0.354,114.074,0.478,6,4,6
Jungle,Come Back a Different Day - Back to Mine Exclusive,For Ever,0.193,0.433,0.49,0.0144,0.0903,-8.742,0.167,120.782,0.463,3,1,0
glue70,Days Go On,2070,0.0537,0.78,0.476,0.738,0.136,-11.338,0.0971,93.99,0.586,5,2,0
Tom Tripp,TAM,TAM,0.459,0.762,0.388,1.46e-05,0.16,-11.645,0.509,103.962,0.571,4,0,2
Fuchy,Pistaccio,Praliné,0.244,0.928,0.655,0.322,0.135,-7.499,0.0819,125.963,0.484,0,1,0
Malaki,Cavalier,Cavalier,0.0815,0.748,0.648,7.22e-05,0.0921,-5.231,0.0646,130.018,0.636,0,5,0
Henry Green,Tide (feat. Andreya Triana) (Trey Mirror Remix),Half Light Remixed,0.057,0.695,0.761,0.857,0.0829,-8.548,0.0384,121.999,0.055,5,2,0
Bronze Whale,Let's Go Walk,Let's Go Walk,0.662,0.696,0.605,0.000707,0.105,-5.524,0.145,89.965,0.116,3,1,0
Parazitii,Demnitate - Rap Mix,Lovitură De Pedeapsă,0.574,0.777,0.688,0.0,0.448,-10.341,0.718,90.4,0.717,4,0,2
Parazitii,Toată Lumea Fumează,Lovitură De Pedeapsă,0.524,0.864,0.561,0.0,0.108,-6.298,0.285,89.004,0.703,4,0,0
Parazitii,Moartea Întreabă De Tine,Slalom Printre Cretini (ReEdit),0.576,0.684,0.411,0.0,0.143,-11.493,0.545,176.173,0.869,4,0,2
Parazitii,Arde,Tot Ce E Bun Tre Să Dispară,0.36,0.894,0.794,0.0,0.115,-10.049,0.345,105.034,0.352,4,0,0
Metrik,Cadence - VIP,Cadence (VIP),0.000264,0.512,0.793,0.598,0.308,-2.668,0.057,174.095,0.038,2,6,3
Balthazar,Losers,Sand,0.102,0.864,0.385,0.0539,0.143,-11.553,0.0454,113.014,0.665,3,1,0
goldenair,No Holding Back (feat. Shibo),No Holding Back (feat. Shibo),0.48,0.882,0.287,0.895,0.109,-8.863,0.0917,98.235,0.592,5,2,0
Moglii,Fiire,Fiire,0.808,0.644,0.317,0.19,0.0888,-12.725,0.207,172.985,0.559,3,3,0
slenderbodies,focus (with Tim Atlas),focus (with Tim Atlas),0.446,0.838,0.373,0.000436,0.114,-7.642,0.0595,104.992,0.498,3,1,0
Linguistics,Our Time ft. Document One,Our Time ft. Document One,0.0636,0.661,0.766,4.7e-05,0.0534,-5.866,0.398,173.981,0.483,4,0,3
ZHU,Sky Is Crying,Sky Is Crying,0.144,0.441,0.725,0.141,0.144,-6.856,0.0488,118.048,0.0646,2,2,0
53 Thieves,red leather,red leather,0.451,0.669,0.475,0.00323,0.144,-9.723,0.0645,89.98,0.293,3,1,0
L'Impératrice,Submarine,Tako Tsubo,0.208,0.843,0.441,0.00226,0.18,-11.659,0.048,114.035,0.148,3,1,0
Hempress Sativa,Boom (Wah da da Deng),Unconquerebel,0.216,0.867,0.876,0.0,0.0859,-3.488,0.307,77.975,0.793,4,0,0
KOLIDESCOPES,Foundations,Foundations,0.609,0.771,0.467,3.26e-05,0.0855,-9.075,0.0365,120.013,0.283,3,1,0
Capleton,Burn Dem Down - L'Entourloop Remix,Burn Dem Down (L'Entourloop Remix),0.0936,0.786,0.768,0.008,0.268,-6.653,0.202,93.037,0.597,0,0,0
David Scott,Aurora,Departures (Deluxe),0.439,0.681,0.484,0.903,0.176,-13.829,0.0753,122.039,0.0727,5,3,1
Madison McFerrin,Learn Your Lesson - Photay Remix,Finding Foundations (The Remixes),0.397,0.743,0.538,0.0206,0.311,-9.038,0.0603,128.036,0.271,3,1,0
Kerala Dust,Closer,Closer,0.056,0.839,0.469,0.51,0.225,-13.45,0.128,107.979,0.0629,5,2,0
sumthin sumthin,Vivid,Vivid,0.0403,0.833,0.364,0.567,0.313,-7.515,0.14,106.778,0.0938,5,2,0
